index	title	freq	cl_agl-20	cl_agl-50	cn_agl-20	cn_agl-50
810	9 resp	82	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
811	iron. p	81	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
812	9.social	81	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
813	hemo	81	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
814	stable in room air. p	81	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
815	#9 [**last name (un) **]	81	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
816	labor and delivery	81	1	44	pe | abd | heent [111,880]	pns | pre/perinatal hx | pregnancy [1,644]
817	#9 family o	81	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
818	gyn	80	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
819	stable on cpap. p	80	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
820	access/skin	80	3	35	social | skin | s [230,049]	skin | integ | derm [87,809]
821	9. [**last name (un) 9**]	80	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
822	neg. a	80	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
823	ms/sedation	80	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
824	delivery	80	1	44	pe | abd | heent [111,880]	pns | pre/perinatal hx | pregnancy [1,644]
825	[**year (9 digits) 9**]	79	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
826	tonight to 9999gms. a	79	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
827	between cares a	79	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
828	thus far this shift. p	79	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
829	care. a	79	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
830	#9 a's b's	78	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
831	stooling. p	78	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
832	vasc	78	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
833	#9 [**name (ni) **]	78	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
834	[**9-99**]	78	8	6	o | events | d [133,786]	o | events | d [123,792]
835	ra p	78	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
836	9.[** 99**]	78	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
837	#9 sepsis s/o	78	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
838	and covered. a	78	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
839	desats. a	77	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
840	invested.a/p	77	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
841	pot sepsis	77	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
842	psychosoc	77	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
843	ivs	77	15	21	cv | id | cardiac [283,370]	access | lines | iv [23,483]
844	npn 9999-9999	77	8	6	o | events | d [133,786]	o | events | d [123,792]
845	i.v	77	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
846	sucks on pacifier. a	77	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
847	and stooling. a	76	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
848	micu nursing admit note	76	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
849	#9 [**hospital9 9**]	76	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
850	bp	76	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
851	9.) [** **]	76	9	28	parenting | 9 | [** **] [74,008]	9 | 9.) fen | 9.) resp [7,896]
852	m/s	76	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
853	a+p	76	13	13	plan | p | a [328,746]	plan | p | a [328,746]
854	status. p	76	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
855	#9bili. o	76	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
856	neuro-vasc	76	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
857	g/dev	76	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
858	rx	75	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
859	likes pacifier. p	75	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
860	#9 [**known lastname 9**]	75	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
861	tolerating feedings p	75	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
862	pending. p	75	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
863	#9potential sepsis. o	75	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
864	id o	75	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
865	physical examination	75	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
866	ent	75	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
867	neuro/sedation	75	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
868	[**last name (titles) **]	75	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
869	#[**9-99**] o	75	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
870	later today. a	75	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
871	99. sepsis	75	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
872	tonight. p	74	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
873	soft/flat. a	74	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
874	soc o/a	74	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
875	involved [** **]. p	74	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
876	spits. p	74	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
877	tomorrow. a	74	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
878	loving. p	74	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
879	shields in place. p	74	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
880	99. a	74	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
881	vitals	74	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
882	phototherapy. p	74	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
883	stooling heme neg. p	73	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
884	as&bs	73	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
885	events of shift	73	8	6	o | events | d [133,786]	o | events | d [123,792]
886	volume	73	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
887	9) resp	73	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
888	admit note	73	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
889	alt in g/d	73	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
890	unable to assess. p	73	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
891	#9 hyperbili s/o	73	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
892	mae. afsf. p	72	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
893	room air. p	72	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
894	sepsis p	72	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
895	ordered. p	72	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
896	[**name9 (ni) 9**]	72	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
897	invested. p	72	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
898	care. p	71	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
899	[**name (ni) 99**]	71	13	13	plan | p | a [328,746]	plan | p | a [328,746]
900	present hx	71	8	6	o | events | d [133,786]	o | events | d [123,792]
901	t/sicu npn	71	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
902	transfer note	71	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
903	vit e. p	71	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
904	-neuro	71	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
905	#9 [** **] s/o	71	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
906	a&b	71	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
907	ferinsol. p	71	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
908	mat hx	71	1	44	pe | abd | heent [111,880]	pns | pre/perinatal hx | pregnancy [1,644]
909	events of day	71	8	6	o | events | d [133,786]	o | events | d [123,792]
910	valuables	71	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
911	metabolic	71	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
912	writing. a	70	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
913	rop	70	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
914	o9. p	70	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
915	micu npn for 9a-9p	70	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
916	9.[** 9**]	70	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
917	place. a	70	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
918	99gms tonight to 9999gms. a	70	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
919	stools. a	70	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
920	#99 id	70	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
921	fonts soft and flat. a	70	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
922	9) parenting	70	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
923	dr	69	1	44	pe | abd | heent [111,880]	pns | pre/perinatal hx | pregnancy [1,644]
924	alt in co	69	8	6	o | events | d [133,786]	o | events | d [123,792]
925	9.sepsis	69	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
926	secretions. a	69	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
927	comfortably. p	69	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
928	between. a	69	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
929	#99. o	69	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
930	invested family. p	69	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
931	see carevue for specifics	69	8	6	o | events | d [133,786]	o | events | d [123,792]
932	coag	68	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
933	a's/b's	68	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
934	[** 99**]. p	68	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
935	9) g/d	68	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
936	offered. a	68	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
937	technique	68	1	43	pe | abd | heent [111,880]	indication | procedure | procedure note [4,518]
938	crrt	68	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
939	containment and pacifier. a	67	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
940	9.) social	67	9	28	parenting | 9 | [** **] [74,008]	9 | 9.) fen | 9.) resp [7,896]
941	feeding. a	67	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
942	i	67	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
943	learning to po feed. p	67	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
944	past medical history	67	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
945	drains	67	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
946	comfort/activity	67	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
947	paln	67	13	13	plan | p | a [328,746]	plan | p | a [328,746]
948	#99-o	67	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
949	gaining wt. p	67	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
950	alt comfort	67	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
951	#9f/n	66	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
952	given. a	66	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
953	consults	66	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
954	cvvhd	66	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
955	xet	66	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
956	fen p	65	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
957	#9 a's and b's	65	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
958	remains on caffeine. a	65	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
959	stool so far this shift. p	65	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
960	health issues	65	1	9	pe | abd | heent [111,880]	assessment/plan | imp | plans [19,418]
961	see flowsheet. a	65	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
962	9999. a	64	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
963	feeding well. p	64	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
964	#9 and #9 o	64	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
965	occasional spells. p	64	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
966	monitor. #9 fen	64	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
967	gi.	64	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
968	so far this shift. p	64	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
969	bedside. a	63	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
970	binkie. a/p	63	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
971	[**last name (namepattern9) **]	63	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
972	obstetrician	63	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
973	skellital	63	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
974	lines/access	63	15	21	cv | id | cardiac [283,370]	access | lines | iv [23,483]
975	#9 parents o	63	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
976	#9 [**name9 (ni) **]	63	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
977	genetics	63	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
978	vascular	63	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
979	heme neg. p	63	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
980	#9 parents s/o	63	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
981	9. [**doctor last name **]	63	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
982	appropriate p	63	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
983	impression & plan	62	1	9	pe | abd | heent [111,880]	assessment/plan | imp | plans [19,418]
984	settings	62	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
985	projected 99hr nutrition	62	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
986	9. [**known lastname 99**]	62	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
987	pacifier well for comfort. a	62	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
988	to face. a	62	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
989	[**hospital9 9**]	62	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
990	nursing process note	62	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
991	9)par	61	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
